# call_id> primární klíč
# finish_time> čas ukončení hovoru
# length> délka hovoru
# time_block> časový blok po 15 minutách
# workstation_address> ID pracovní stanice (počítače)
# target_time_block_id>
# source_time_block_id
# target_service_cdn>
# source_service_cdn>
# source_service_id>
# target_service_id>
# operator> telefonní operátor (O2, T-mobile...)
# wup_question_id> z ope_wup_logs
# wup_answer_id z ope_wup_logs

"call_id","finish_time","length","time_block","workstation_address","target_time_block_id","source_time_block_id","target_service_cdn","source_service_cdn","source_service_id","target_service_id","operator","wup_question_id","wup_answer_id"
"00001023721411896097","2014-09-28 11:21:38","84","2014-09-28 11:15:00","33209","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001148691402389974","2014-06-10 10:46:15","111","2014-06-10 10:45:00","34220","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-26 10:11:00","24","2013-11-26 10:00:00","33806","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-06 14:36:00","63","2014-02-06 14:30:00","33709","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001138531403507777","2014-06-23 09:16:18","138","2014-06-23 09:15:00","33707","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-06 16:31:00","262","2014-05-06 16:30:00","34210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001082041406371220","2014-07-26 12:40:21","31","2014-07-26 12:30:00","33304","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001055321407849152","2014-08-12 15:12:33","46","2014-08-12 15:00:00","33706","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001128391412497418","2014-10-05 10:23:39","51","2014-10-05 10:15:00","33303","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-29 16:02:00","45","2014-01-29 16:00:00","33108","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-15 19:58:00","598","2014-05-15 19:45:00","33704","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-05 14:43:00","120","2014-01-05 14:30:00","33602","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001056871403292795","2014-06-20 21:33:16","55","2014-06-20 21:30:00","33710","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001134861409727270","2014-09-03 08:54:31","46","2014-09-03 08:45:00","33302","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-16 19:18:00","47","2014-05-16 19:15:00","33604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001130411411922407","2014-09-28 18:40:08","34","2014-09-28 18:30:00","33502","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001003411406949494","2014-08-02 05:18:15","42","2014-08-02 05:15:00","33107","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-10-10 15:35:00","51","2013-10-10 15:30:00","33201","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001013461406055322","2014-07-22 20:55:23","72","2014-07-22 20:45:00","33809","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-03 08:20:00","45","2014-03-03 08:15:00","33809","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-10 22:25:00","40","2014-03-10 22:15:00","33204","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-08 18:06:00","26","2013-11-08 18:00:00","33809","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-26 14:14:00","451","2014-05-26 14:00:00","33409","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-29 17:38:00","71","2014-04-29 17:30:00","33410","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-10 17:38:00","39","2014-03-10 17:30:00","33610","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001103021409314278","2014-08-29 14:11:19","64","2014-08-29 14:00:00","33109","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001004351410421444","2014-09-11 09:44:05","48","2014-09-11 09:30:00","33309","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-27 08:29:00","60","2014-02-27 08:15:00","33806","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-22 08:35:00","54","2013-12-22 08:30:00","33208","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001106851404415879","2014-07-03 21:31:21","21","2014-07-03 21:30:00","34218","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-10 13:24:00","52","2014-03-10 13:15:00","33608","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001087491407940717","2014-08-13 16:38:38","79","2014-08-13 16:30:00","33806","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001050311408958696","2014-08-25 11:24:57","287","2014-08-25 11:15:00","33501","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001043951411156461","2014-09-19 21:54:22","40","2014-09-19 21:45:00","33304","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001023281410880591","2014-09-16 17:16:32","129","2014-09-16 17:15:00","33303","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-08 12:44:00","82","2013-12-08 12:30:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-21 17:52:00","128","2014-01-21 17:45:00","33703","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001103311408372038","2014-08-18 16:27:19","29","2014-08-18 16:15:00","33203","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-11 09:59:00","83","2014-05-11 09:45:00","33803","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001047121410090972","2014-09-07 13:56:13","50","2014-09-07 13:45:00","33303","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-02 10:13:00","47","2013-12-02 10:00:00","34706","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-02 11:19:00","68","2013-12-02 11:15:00","33503","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-31 08:20:00","162","2014-03-31 08:15:00","33309","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-15 16:47:00","508","2014-05-15 16:45:00","33407","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-09 15:48:00","152","2014-05-09 15:45:00","33605","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-12 01:07:00","71","2013-11-12 01:00:00","34608","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001124501402577616","2014-06-12 14:53:37","88","2014-06-12 14:45:00","33808","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-10-11 18:56:00","28","2013-10-11 18:45:00","33709","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001147441410333644","2014-09-10 09:20:45","82","2014-09-10 09:15:00","33805","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-02 20:54:00","55","2014-05-02 20:45:00","33608","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-28 14:14:00","22","2014-04-28 14:00:00","33102","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-21 14:06:00","125","2014-02-21 14:00:00","33204","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001127651409657357","2014-09-02 13:29:18","20","2014-09-02 13:15:00","33704","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001059121404729807","2014-07-07 12:43:28","79","2014-07-07 12:30:00","34205","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-05 11:18:00","108","2013-12-05 11:15:00","33507","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2013-12-05 11:18:00","108","2013-12-05 11:15:00","33507","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"00001023981405227349","2014-07-13 06:55:50","22","2014-07-13 06:45:00","33802","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-18 10:31:00","50","2014-05-18 10:30:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-20 12:26:00","39","2014-05-20 12:15:00","34504","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-12 11:03:00","22","2014-02-12 11:00:00","33606","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-21 12:18:00","363","2013-11-21 12:15:00","33406","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001113521406705642","2014-07-30 09:34:03","174","2014-07-30 09:30:00","33808","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-27 05:04:00","51","2013-11-27 05:00:00","34604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-28 07:57:00","20","2014-03-28 07:45:00","33505","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-28 18:06:00","55","2014-05-28 18:00:00","33506","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001150051403468192","2014-06-22 22:16:33","117","2014-06-22 22:15:00","34220","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-25 17:06:00","26","2014-04-25 17:00:00","33708","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-25 13:01:00","93","2014-03-25 13:00:00","33807","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-29 17:24:00","23","2014-05-29 17:15:00","33607","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001141461411199635","2014-09-20 09:53:56","24","2014-09-20 09:45:00","33704","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001022181408203045","2014-08-16 17:30:46","126","2014-08-16 17:30:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-06-06 08:17:00","20","2014-06-06 08:15:00","33806","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-15 16:00:00","88","2013-11-15 16:00:00","33705","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001044701405329551","2014-07-14 11:19:12","38","2014-07-14 11:15:00","33602","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001031361407692937","2014-08-10 19:48:58","54","2014-08-10 19:45:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-28 19:19:00","77","2014-01-28 19:15:00","33404","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-11 04:15:00","51","2014-04-11 04:15:00","33108","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-19 16:01:00","36","2014-03-19 16:00:00","33809","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-03 12:00:00","18","2014-01-03 12:00:00","33103","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"00001105291410633638","2014-09-13 20:40:39","28","2014-09-13 20:30:00","34708","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2014-02-05 15:07:00","165","2014-02-05 15:00:00","33608","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2014-05-26 08:37:00","21","2014-05-26 08:30:00","33707","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-30 11:53:00","36","2014-01-30 11:45:00","33208","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-02 19:37:00","25","2014-04-02 19:30:00","33605","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-05 08:43:00","23","2014-02-05 08:30:00","33708","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-03 00:08:00","19","2014-02-03 00:00:00","34602","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-22 16:25:00","54","2014-03-22 16:15:00","33506","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-13 16:43:00","131","2013-12-13 16:30:00","33610","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-12 10:32:00","145","2014-05-12 10:30:00","33308","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-10 00:16:00","59","2013-12-10 00:15:00","34601","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001122081410351295","2014-09-10 14:14:56","45","2014-09-10 14:00:00","33606","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-14 09:02:00","63","2014-01-14 09:00:00","33106","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001007151408299695","2014-08-17 20:21:37","21","2014-08-17 20:15:00","33807","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001088701410860968","2014-09-16 11:49:29","119","2014-09-16 11:45:00","33710","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001004641405261849","2014-07-13 16:30:50","45","2014-07-13 16:30:00","33503","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-24 12:39:00","37","2014-05-24 12:30:00","34205","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-24 14:32:00","70","2014-02-24 14:30:00","33208","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-11 17:10:00","54","2014-05-11 17:00:00","33707","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-20 15:46:00","44","2013-12-20 15:45:00","33204","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001093091406220063","2014-07-24 18:41:04","69","2014-07-24 18:30:00","33508","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-24 10:25:00","30","2014-02-24 10:15:00","33506","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001081211405357578","2014-07-14 19:06:19","22","2014-07-14 19:00:00","33509","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-19 14:39:00","101","2013-11-19 14:30:00","33309","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-07 15:19:00","103","2013-12-07 15:15:00","34702","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-24 08:21:00","74","2014-03-24 08:15:00","33605","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-01 18:09:00","67","2013-12-01 18:00:00","33506","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-30 21:30:00","18","2014-03-30 21:30:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-16 13:51:00","23","2013-11-16 13:45:00","33306","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001076101406536337","2014-07-28 10:32:18","95","2014-07-28 10:30:00","33808","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-27 16:24:00","119","2014-03-27 16:15:00","33704","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2014-01-23 07:49:00","43","2014-01-23 07:45:00","34703","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001095881408037635","2014-08-14 19:33:57","44","2014-08-14 19:30:00","33506","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-20 13:49:00","44","2013-11-20 13:45:00","33210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-21 11:59:00","75","2013-11-21 11:45:00","33809","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-13 18:20:00","101","2013-11-13 18:15:00","33301","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001000491412333882","2014-10-03 12:58:03","24","2014-10-03 12:45:00","33501","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-06 14:15:00","19","2014-04-06 14:15:00","33506","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-05 18:28:00","17","2014-01-05 18:15:00","33405","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-10 10:31:00","54","2014-01-10 10:30:00","33603","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-02 16:14:00","74","2014-05-02 16:00:00","33508","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001047321408898536","2014-08-24 18:42:17","20","2014-08-24 18:30:00","33406","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001023651406533605","2014-07-28 09:46:46","39","2014-07-28 09:45:00","33505","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-06 09:52:00","74","2013-12-06 09:45:00","33210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001046001404937696","2014-07-09 22:28:18","53","2014-07-09 22:15:00","34216","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-26 00:02:00","65","2014-01-26 00:00:00","34611","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001117781404983063","2014-07-10 11:04:24","42","2014-07-10 11:00:00","33610","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-30 15:40:00","41","2014-05-30 15:30:00","33410","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-12 10:44:00","48","2014-01-12 10:30:00","33606","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-22 10:42:00","33","2013-11-22 10:30:00","33209","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-22 14:30:00","62","2014-03-22 14:30:00","33501","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-06 16:28:00","62","2014-02-06 16:15:00","33211","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-10 19:29:00","72","2013-12-10 19:15:00","33710","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001040111410268684","2014-09-09 15:18:05","42","2014-09-09 15:15:00","33410","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001055501406123095","2014-07-23 15:44:56","70","2014-07-23 15:30:00","33108","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-10-03 15:38:00","92","2013-10-03 15:30:00","33706","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-05 18:33:00","20","2014-01-05 18:30:00","33404","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-05 18:33:00","20","2014-01-05 18:30:00","33404","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-06 06:41:00","44","2013-12-06 06:30:00","33210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-01 16:50:00","194","2014-03-01 16:45:00","33705","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-13 15:56:00","26","2014-05-13 15:45:00","33609","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-29 10:44:00","232","2014-03-29 10:30:00","33301","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001143771406049985","2014-07-22 19:26:26","39","2014-07-22 19:15:00","33806","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-19 20:01:00","26","2013-12-19 20:00:00","33605","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001016271403255777","2014-06-20 11:16:18","42","2014-06-20 11:15:00","33704","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-11 09:41:00","56","2014-02-11 09:30:00","33106","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-30 13:18:00","86","2014-03-30 13:15:00","33703","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001140261411924968","2014-09-28 19:22:49","25","2014-09-28 19:15:00","33502","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-10-11 18:33:00","25","2013-10-11 18:30:00","33509","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-07 16:12:00","31","2014-05-07 16:00:00","33307","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001036851409817889","2014-09-04 10:04:50","19","2014-09-04 10:00:00","33502","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001091961406816845","2014-07-31 16:27:26","22","2014-07-31 16:15:00","33408","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-20 20:02:00","61","2013-12-20 20:00:00","33406","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-28 18:34:00","78","2014-03-28 18:30:00","33704","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001141021407627558","2014-08-10 01:39:19","53","2014-08-10 01:30:00","33209","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-10 09:34:00","38","2014-04-10 09:30:00","34204","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001021301407508439","2014-08-08 16:34:00","105","2014-08-08 16:30:00","33405","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-21 15:15:00","82","2014-02-21 15:15:00","33508","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001135551405195279","2014-07-12 22:01:20","40","2014-07-12 22:00:00","33611","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-10-09 13:40:00","24","2013-10-09 13:30:00","33702","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2014-02-06 17:59:00","33","2014-02-06 17:45:00","34705","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-31 19:45:00","20","2014-01-31 19:45:00","33301","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-28 10:50:00","90","2013-11-28 10:45:00","34710","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-11 22:28:00","31","2013-11-11 22:15:00","34608","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-24 18:37:00","56","2014-01-24 18:30:00","33103","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-06-02 19:40:00","71","2014-06-02 19:30:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-09 10:44:00","73","2014-05-09 10:30:00","33505","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2014-04-01 17:04:00","43","2014-04-01 17:00:00","33604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-18 21:56:00","58","2014-04-18 21:45:00","33802","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-16 06:14:00","71","2013-12-16 06:00:00","33501","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001145301412333213","2014-10-03 12:46:54","66","2014-10-03 12:45:00","33210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001096291405447548","2014-07-15 20:05:49","74","2014-07-15 20:00:00","33608","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001032621411832808","2014-09-27 17:46:51","103","2014-09-27 17:45:00","33607","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001116771412250620","2014-10-02 13:50:21","38","2014-10-02 13:45:00","33409","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-13 14:31:00","44","2014-04-13 14:30:00","33708","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-14 20:16:00","41","2013-12-14 20:15:00","33606","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001096991406126973","2014-07-23 16:49:34","69","2014-07-23 16:45:00","34204","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-04 15:17:00","12","2013-11-04 15:15:00","33108","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-28 16:37:00","27","2014-03-28 16:30:00","34203","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001013391406570937","2014-07-28 20:09:01","178","2014-07-28 20:00:00","33306","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-03 08:37:00","53","2014-01-03 08:30:00","33605","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-15 17:19:00","34","2013-12-15 17:15:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-10 08:44:00","110","2014-02-10 08:30:00","34703","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001114451412425812","2014-10-04 14:30:14","23","2014-10-04 14:30:00","34218","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-07 13:01:00","31","2013-12-07 13:00:00","33310","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001060651405767903","2014-07-19 13:05:04","61","2014-07-19 13:00:00","33604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-19 14:54:00","77","2014-05-19 14:45:00","33609","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-23 14:06:00","60","2013-12-23 14:00:00","33109","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-03 14:52:00","24","2014-05-03 14:45:00","33807","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001079471407732572","2014-08-11 06:49:33","138","2014-08-11 06:45:00","33410","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001082091412057821","2014-09-30 08:17:02","90","2014-09-30 08:15:00","33706","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-16 18:40:00","63","2014-02-16 18:30:00","33809","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001152521409584350","2014-09-01 17:12:31","152","2014-09-01 17:00:00","33803","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-21 12:22:00","120","2013-12-21 12:15:00","33106","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2014-04-10 17:34:00","49","2014-04-10 17:30:00","33611","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-29 12:34:00","55","2013-12-29 12:30:00","33606","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-18 13:24:00","17","2013-12-18 13:15:00","33808","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001058001408094625","2014-08-15 11:23:46","57","2014-08-15 11:15:00","33809","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-05 07:56:00","51","2013-12-05 07:45:00","33207","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001034111409590226","2014-09-01 18:50:27","65","2014-09-01 18:45:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001042921407443601","2014-08-07 22:33:22","21","2014-08-07 22:30:00","33108","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-15 18:00:00","28","2013-11-15 18:00:00","34706","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-25 13:56:00","103","2014-03-25 13:45:00","33406","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-03 17:30:00","23","2014-04-03 17:30:00","33410","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-16 14:22:00","40","2014-05-16 14:15:00","33701","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-07 09:24:00","65","2013-11-07 09:15:00","33101","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-12 11:28:00","70","2014-04-12 11:15:00","33602","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-08 14:07:00","30","2014-02-08 14:00:00","33607","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-08 14:07:00","30","2014-02-08 14:00:00","33607","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-26 13:08:00","105","2014-02-26 13:00:00","33104","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-29 14:44:00","50","2014-04-29 14:30:00","33508","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
